text,summary
"user:  i am looking for a place , i believe its official name is parkside police station . </s><s> agent:  the parkside police station is located at parkside , cambridge and their telephone number is 01223358966 . can i help you with anything else today ? </s><s> user:  what is their postcode ? </s><s> agent:  their postcode is cb11jg . </s><s> user:  ok , thank you very much for your help . </s><s> agent:  you are most welcome !",you are planning your trip in cambridge.  you are looking for a place to dine. the restaurant should be in the centre and should serve food.  make sure you get postcode.
"user:  someone just robbed me , i need to contact the police . </s><s> agent:  the parkside police station telephone number is 01223358966 . the address is parkside , cambridge , postcode cb11jg . </s><s> user:  thank you so much ! bye . </s><s> agent:  you are quite welcome !","you are planning your trip in cambridge.  you are looking for a particular police station. its name is called.  make sure you get address, postcode, and postcode."
"user:  i am looking for lodgings that are moderate -ly priced . </s><s> agent:  i have found several hotel -s in the moderate price range . is there a specific area of town you 're looking to stay in ? </s><s> user:  yes , i am looking to stay in the north . </s><s> agent:  i have found 11 possibilities for you . would you prefer a guest house or a traditional hotel ? </s><s> user:  the hotel should be in the moderate price range and should include free wifi . </s><s> agent:  how about the acorn guest house ? free wifi and moderate price range . </s><s> user:  i am actually looking for a hotel . is the acorn guest house listed in that type ? </s><s> agent:  no , it is not . how about ashley hotel ? </s><s> user:  sure , book me for 2 people for 5 nights starting on monday ? </s><s> agent:  booking was successful . reference number is : wjffgvwd . is there anything else i can help you with ? </s><s> user:  that will be all . goodbye . </s><s> agent:  goodbye , enjoy your stay .",you are traveling to cambridge and looking forward to try local restaurant -s.  you are looking for information in cambridge.  the hotel should be in the moderate price range and should include free wifi.  once you find the hotel you want to book it for and starting from.  if the booking fails how about.  make sure you get the reference number.
"user:  i would like for a taxi to take me to london liverpool street train station , arriving no later than 17:45 please </s><s> agent:  i can book that for you , first i 'll need to know where you would like picked up at . </s><s> user:  i would like to depart from london kings cross train station . </s><s> agent:  a white toyota is booked for you . </s><s> user:  excellent , can i get a contact number please ? </s><s> agent:  of course . the contact number is 07689939820 . can i help with anything further ? </s><s> user:  that 's great . thanks </s><s> agent:  i would like a taxi to take me to london liverpool street train station </s><s> user:  thank you goodbye </s><s> agent:  great ! have a nice day !","you are traveling to cambridge and looking forward to try local restaurant -s.  you are looking for a taxi to take me to london liverpool street train station, arriving no later than 17:45"
"user:  please , i need to find a hospital in town , will you please help me ? </s><s> agent:  addenbrookes hospital is a great choice , their address is hills rd , cambridge </s><s> user:  what is the phone number ? </s><s> agent:  the phone number to addenbrookes hospital is 01223245151 . is there anything else i may assist you with today ? </s><s> user:  what is their address ? </s><s> agent:  their address is hills rd , cambridge postcode : cb20qq . is there anything else i can do for you ? </s><s> user:  no that it is it . thank you . </s><s> agent:  you 're welcome . thank you for using the cambridge towninfo centre .","you are planning your trip in cambridge.  you are looking for a particular hospital. its name is called.  make sure you get address, postcode, and postcode."
"user:  can you help me get a taxi to pizza express fen ditton ? </s><s> agent:  sure ! where do you want to depart from ? </s><s> user:  i want to depart from sidney sussex college . </s><s> agent:  great . now i 'll just need a time from you please . </s><s> user:  i ca n't leave until after 11:45 please . </s><s> agent:  ok , you will be riding in a black bmw , the contact number is 07196618284 , is there anything else i can help you with today ? </s><s> user:  no that is all i need . </s><s> agent:  thank you for using cambridge towninfo centre . goodbye for now .",you are planning your trip in cambridge.  you are looking for a particular taxi. its name is called.  once you find the taxi you want to book it for and starting from.  make sure you get contact number.
"user:  i have just been in a car accident dispute and i am looking for help . </s><s> agent:  you may contact the parkside police station at 01223358966 . </s><s> user:  what is the address and postcode ? </s><s> agent:  i do not have their full address information available , the postcode is cb11jg . please call them to get the address .",you are traveling to cambridge and looking forward to try local police -s.  you are looking for information in cambridge.  make sure you get address and postcode.
"user:  can you book me a taxi to arrive by 23:30 ? oh , and i am departing from wandlebury country park . </s><s> agent:  i would be happy to book that , first i will need to know your destination . </s><s> user:  i want to go the tandoori palace . </s><s> agent:  07903665107 is the contact number , i have you in a black honda . </s><s> user:  thank you so much you have been very helpful . </s><s> agent:  is there anything else i can help you with ? </s><s> user:  no , that will be all . goodbye . </s><s> agent:  glad to be of service , goodbye .",you are planning your trip in cambridge.  you are looking for a taxi to arrive by 23:30
"user:  hello there , could you tell me where the parkside police station is please ? </s><s> agent:  that police station is located at parkside , cambridge </s><s> user:  thanks , i need the phone number , address and postcode . </s><s> agent:  their telephone number is 01223358966 and they are located in parkside , cambridge cb11jg . </s><s> user:  thanks , that 's all . goodbye . </s><s> agent:  thank you for using our services .","you are planning your trip in cambridge.  you are looking for a particular police station. its name is called.  make sure you get phone number, address, and postcode."
"user:  i was in a car accident dispute and i am looking for help </s><s> agent:  you should telephone the police immediately at 01223358966 . </s><s> user:  can i get the postcode please ? </s><s> agent:  the postcode to the police is cb11jg . </s><s> user:  thank you so much for all of your help . </s><s> agent:  you 're welcome . anything else we can do for you ? </s><s> user:  no , i have got to run right now . thanks , goodbye . </s><s> agent:  have a great day !",you are traveling to cambridge and looking forward to try local police -s.  you are looking for information in cambridge.  make sure you get postcode.
"user:  i would like a taxi to limehouse . i need to arrive by 07:15 . </s><s> agent:  i would be happy to book that for you , where are you departing from ? </s><s> user:  i am leaving from nusha . </s><s> agent:  you are booked for a black skoda . is there anything else ? </s><s> user:  could you give me the contact number for the skoda , please . </s><s> agent:  booked car type : black skoda contact number : 07129813049 </s><s> user:  thank you for your help </s><s> agent:  you 're very welcome . do you need any further assistance ? </s><s> user:  no , that is it . goodbye . </s><s> agent:  thanks for using our services .",you are traveling to cambridge and looking forward to try local restaurant -s.  you are looking for a taxi to limehouse. the taxi should arrive by 07:15
"user:  i am looking for a restaurant . the restaurant should serve asian oriental food and should be in the centre </s><s> agent:  okay . what price range would you like ? </s><s> user:  it should be in the cheap price range . </s><s> agent:  the dojo noodle bar is at 40210 millers yard city centre and meets your criteria . what time would you like to book ? </s><s> user:  i would like to book a table for 1 at 12 on tuesday . </s><s> agent:  ok , i will make you a reservation for 1 tuesday for 12:00 . anything else i can help with ? </s><s> user:  yes , i 'll need the reference number of my reservation . </s><s> agent:  booking was successful . the table will be reserved for 15 minutes . reference number is : ref . </s><s> user:  thanks , that 's all i need . goodbye . </s><s> agent:  you 're welcome ! have a great day and enjoy your meal !",you are planning your trip in cambridge.  you are looking for a restaurant. the restaurant should serve asian oriental food and should be in the centre.  once you find the restaurant you want to book a table for at on.  make sure you get the reference number.
"user:  i want to find a hospital in town . the hospital should have the neurology neurosurgery department </s><s> agent:  i have addenbrookes hospital on hills rd in cambridge , they have a nuerology and nuerosurgery department , will that be okay ? </s><s> user:  that would be fine . i just need the phone number and postcode . thanks . </s><s> agent:  the phone number is 01223245151 and the post code is cb20qq . is there anything else i can help you with ? </s><s> user:  no , thank you . i got what i needed . goodbye . </s><s> agent:  have a great day !","you are planning your trip in cambridge.  you are looking for a particular hospital. its name is called.  make sure you get phone number, postcode, and postcode."
"user:  what is the local hospital ? </s><s> agent:  that is addenbrookes hospital , hills rd , postcode cb20qq . the phone number is 01223245151 . </s><s> user:  thank you . that is all i need today . </s><s> agent:  have a great day ! </s><s> user:  thanks you too . </s><s> agent:  thank you , goodbye !","you are planning your trip in cambridge.  you are looking for a particular hospital. its name is called.  make sure you get address, postcode, and phone number."
"user:  i need a close hospital with an acute medicine for the elderly unit . </s><s> agent:  contact them at 01223217261 </s><s> user:  thank you , will you please give me the postcode ? </s><s> agent:  certainly , their postcode is cb20qq . </s><s> user:  thanks , that takes care of all my needs . </s><s> agent:  great ! have an awesome day .",you are planning your trip in cambridge.  you are looking for a particular hospital. its name is called.  make sure you get postcode.
"user:  i am looking for the addenbrookes hospital . </s><s> agent:  it 's located at hills rd . postcode is cb20qq . do you need more information ? </s><s> user:  no thanks . i just needed the postcode . </s><s> agent:  the postcode to the hospital is cb20qq . </s><s> user:  that 's all i needed . thanks , goodbye . </s><s> agent:  you are welcome . call back if you need anything else .",you are planning your trip in cambridge.  you are looking for a particular hospital. its name is called.  make sure you get postcode.
"user:  can a taxi pick me up at carolina bed and breakfast ? </s><s> agent:  when do you want to leave by ? </s><s> user:  i want to be sure and leave after 24:00 </s><s> agent:  what is your destination ? </s><s> user:  i want to go to lensfield hotel </s><s> agent:  the taxi is booked for 24:15 . it is a yellow volkswagen . </s><s> user:  i 'll also need the contact number please . </s><s> agent:  your contact number is 07744553058 . may i help you with anything else ? </s><s> user:  that is all i need . thank you . </s><s> agent:  thank you for contacting cambridge towninfo centre , and have a nice day .",you are traveling to cambridge and looking forward to try local restaurant -s.  you are looking for a taxi to pick me up at carolina bed and breakfast
"user:  i am a victim of a robbery . i need help . </s><s> agent:  oh no ! you should call the police at 01223358966 . </s><s> user:  can i get the full mailing address for that location , please ? </s><s> agent:  the address to the police is parkside , cambridge . </s><s> user:  and what is the postcode ? </s><s> agent:  the postcode is cb11jg . do you need more help ? </s><s> user:  no , thank you for all of your help . </s><s> agent:  you are very welcome ! thank you for contacting cambridge towninfo centre , and best wishes !",you are traveling to cambridge and looking forward to try local police -s.  you are looking for information in cambridge.  make sure you get postcode.
"user:  can you help me reserve a taxi to charlie chan ? </s><s> agent:  sure thing , when you like to leave by ? </s><s> user:  i need to leave after 14:15 . </s><s> agent:  and where should we have them pick you up ? </s><s> user:  i need to be picked up from 6742 north ridgewood court . </s><s> agent:  what time do you want to arrive by ? </s><s> user:  i do n't care . </s><s> agent:  where are you departing from ? </s><s> user:  kings hedges learner pool is where i am leaving from . </s><s> agent:  i have a red honda with contact number 07992450678 . </s><s> user:  thank you ! i think that is all i need for today . </s><s> agent:  great ! have a nice day !",you are traveling to cambridge and looking forward to try local restaurant -s.  you are looking for information in cambridge.  the taxi should be in the type of taxi and should leave by 14:15
"user:  help me find a restaurant called hakka please </s><s> agent:  that restaurant serves chinese food and is expensive . </s><s> user:  i would like to book a table for 3 people for saturday at 1815 please . </s><s> agent:  great , i have booked that for you and your reference number is ref . </s><s> user:  thank you for your help , good day . </s><s> agent:  you as well . thanks for using the service ! </s><s> user:  of course ! thanks , goodbye . </s><s> agent:  welcome again next time . enjoy our services",you are planning your trip in cambridge.  you are looking for a particular restaurant. its name is called.  once you find the restaurant you want to book a table for at on.  make sure you get the reference number.
"user:  i am trying to find a local hospital . </s><s> agent:  the addenbrookes hospital is located at hills rd , cambridge postcode cb20qq . </s><s> user:  thank you , is there is a phone number ? </s><s> agent:  the phone number is 01223245151 . is there anything else i can help you with ? </s><s> user:  not right now , thank you . </s><s> agent:  you are more than welcome !","you are traveling to cambridge and looking forward to try local hospital -s.  you are looking for a particular hospital. its name is called.  make sure you get phone number, address, and phone number."
"user:  i need to find a hospital with an emergency department . </s><s> agent:  i have got addenbrookes hospital at hills rd , cambridge . would you like the number ? </s><s> user:  yes , please . may i also have the postcode ? </s><s> agent:  the post code is cb20qq , anything else you need ? </s><s> user:  no , that 's all . thanks for your help ! </s><s> agent:  the phone number for the emergency department is 01223217118 if you needed that too . have a good day . </s><s> user:  can i have their address ? </s><s> agent:  addenbrookes hospital is located at hills rd , cambridge . do you need any more information ? </s><s> user:  yes could i have their postcode as well ? </s><s> agent:  certainly the postcode is cb20qq . what else can i do for you today ? </s><s> user:  i think that covers everything . thanks so much for your help ! </s><s> agent:  no problem . bye .",you are planning your trip in cambridge.  you are looking for a particular hospital. its name is called.  make sure you get postcode.
"user:  i am looking for a train . the train should depart from peterborough and should go to cambridge </s><s> agent:  i can find you a train . what day and time would you like to travel ? </s><s> user:  i need to arrive by 14:45 . </s><s> agent:  i have trains that meet you criteria for most days of the week , do you have a day or departure time preference ? </s><s> user:  i want to leave on wednesday . </s><s> agent:  tr9545 arrives at 13:38 on wednesday . would you like me to book it for you ? </s><s> user:  yes , i would . could you book that for 6 people , please ? </s><s> agent:  the booking was successful , the total fee is 99 gbp payable at the station . the reference number is lnkduqpe . </s><s> user:  thank you so much for your help </s><s> agent:  welcome again next time . enjoy the journey </s><s> user:  thank you that is all i need . </s><s> agent:  thank you for using the cambridge towninfo centre . goodbye for now .",you are planning your trip in cambridge.  you are looking for a particular train. its name is called.  once you find the train you want to book it for and starting from.  make sure you get the reference number.
"user:  i am looking for a restaurant , somewhere not too expensive , but not bottom of the barrel either , something in the mid range . </s><s> agent:  there are 31 . what kind of cuisine would you like ? </s><s> user:  i would like them to serve barbecue food . </s><s> agent:  i am sorry but there are none that serve barbecue food . do you have an alternate cuisine preference ? </s><s> user:  how about gastropub food ? </s><s> agent:  all right , sir , the cow pizza kitchen and bar has gastropub food and it is in the moderate price range . would you like to make a reservation there ? </s><s> user:  yes please . book for 5 , at 1700 hrs or 1600 hrs and get me the reference number </s><s> agent:  what day would you like to book for ? </s><s> user:  on thursday please </s><s> agent:  sorry , the restaurant is n't available at 17:00 . do you want to try a different time ? </s><s> user:  how about 16:00 ? </s><s> agent:  yes , i have a reservation available for 16:00 . your reference number is ref . is there anything else you need ? </s><s> user:  that is all i need for today . thanks for your extraordinary service ! </s><s> agent:  you are very welcome . please let us know if you need anything else .",you are traveling to cambridge and looking forward to try local restaurant -s.  you are looking for a place to dine. the restaurant should be in the moderate price range and should serve barbecue food.  once you find
"user:  i want a taxi to pick me up after 21:00 to take me to little saint mary 's church . </s><s> agent:  i can help with that - where are you leaving from ? </s><s> user:  i want to be picked up at frankie and bennys please </s><s> agent:  i have booked you a black honda , the contact number is 07796011098 . </s><s> user:  great , thank you for your help . </s><s> agent:  no problem . are you finished ?",you are looking for a taxi to pick me up after 21:00
"user:  i need a taxi to get me to holy trinity church no later than 15:30 </s><s> agent:  ok , what is your departure site ? </s><s> user:  i would like to be picked up from don pasquale pizzeria . please also provide the car type and contact number , 1 the booking is made ? </s><s> agent:  sure thing . a blue honda has been booked . contact number is 07835205390 . </s><s> user:  thank you . that was all i needed . </s><s> agent:  have a great day !",you are looking for a taxi to get me to holy trinity church no later than 15:30
"user:  yes , i would like you to book a taxi for arrival by 10:45 from the maharajah tandoori restaurant . </s><s> agent:  what time would you like to leave the restaurant ? </s><s> user:  i would like to leave at 10:45 </s><s> agent:  can you confirm for me whether 10:45 is your required arrival time or is it when you would like to depart ? and what is your destination ? </s><s> user:  i want to arrive by 10:45 . </s><s> agent:  you want to arrive by 10:45 at which destination , please ? </s><s> user:  i am wanting to go to old schools . </s><s> agent:  alright i have a white ford for you . the contact number is 07314884392 . is there anything else you need ? </s><s> user:  no that 's all , thank you </s><s> agent:  thanks to you and enjoy",you are planning your trip in cambridge.  you are looking for a taxi for arrival by 10:45 from the maharajah tandoori restaurant
"user:  would you happen to have info on the addenbrookes hospital ? </s><s> agent:  i do ! it 's located at hills rd in cambridge and the postcode is cb20qq . </s><s> user:  thanks , that 's all i need . goodbye . </s><s> agent:  thank you very much . have a nice day . goodbye .","you are planning your trip in cambridge.  you are looking for a particular hospital. its name is called.  make sure you get address, postcode, and postcode."
"user:  i was in a car accident dispute and am looking for help . </s><s> agent:  the phone number for the police is 01223358966 . </s><s> user:  i 'll also need the address please . </s><s> agent:  sure . the address is parkside , cambridge . is there anything else you need ? </s><s> user:  yes , please give me the post code . </s><s> agent:  the postcode for the parkside police station is cb11jg . do you need any other assistance ? </s><s> user:  that is all for today . thanks ! </s><s> agent:  thank you , have a good day .",you are traveling to cambridge and looking forward to try local police -s.  you are looking for information in cambridge.  make sure you get postcode.
"user:  i am looking for a place to stay . the hotel should be in the west and should be in the cheap price range </s><s> agent:  the cambridge belfry is a hotel in the west in the cheap price range . it has 4 stars and free internet and parking . will that work for you ? </s><s> user:  no , i need a guest house . </s><s> agent:  how about finches bed and breakfast ? </s><s> user:  i d apreciate if that s offered </s><s> agent:  finches bed and breakfest is a 4-star guest house in the west in the cheap price range with free internet and parking . would you like to book a room ? </s><s> user:  i 'll contact them myself thank . can you tell me their address , including postcode ? </s><s> agent:  their address is 144 thornton road and the postcode is cb30nd </s><s> user:  i am grateful for all your assistance . wonderful service . goodbye . </s><s> agent:  thank you , is that all ?","you are traveling to cambridge and looking forward to try local restaurant -s.  you are looking for information in cambridge.  the hotel should be in the west and should have.  make sure you get address, postcode, and postcode."
"user:  i need the police please . </s><s> agent:  the phone number for the parkside police station is 01223358966 . </s><s> user:  could you also provide me with the post code ? </s><s> agent:  sure , the post code is cb11jg . </s><s> user:  thank you , goodbye . </s><s> agent:  you 're welcome . call back if you need further assistance . goodbye","you are planning your trip in cambridge.  you are looking for a particular police station. its name is called.  make sure you get phone number, postcode,"
"user:  yes , i am calling regarding addenbrookes hospital . what is the address please ? </s><s> agent:  the addenbrookes hospital is located at hills rd , cambridge postcode cb20qq . </s><s> user:  thank you ! that is all i need . </s><s> agent:  you are very welcome !","you are planning your trip in cambridge.  you are looking for a particular hospital. its name is called.  make sure you get address, postcode, and postcode."
"user:  where is the nearest hospital ? </s><s> agent:  the nearest hospital is on hills rd in cambridge . the telephone number is 01223245151 , is there anything else i can help with ? </s><s> user:  does it list an address for the hospital ? </s><s> agent:  it is on hill rd . postcode is cb20qq . </s><s> user:  great , thank you for your help . that is all i need . </s><s> agent:  you 're welcome , is there anything else i can help with ? </s><s> user:  no that was all . thanks </s><s> agent:  thank you for allowing me to help you . have a great day !","you are planning your trip in cambridge.  you are looking for a particular hospital. its name is called.  make sure you get address, postcode, and postcode."
"user:  i need to find a hospital in town . it should have a child -s 's surgical and medicine department . </s><s> agent:  get them through department child -s 's surgical and medicine contact 01223217450 </s><s> user:  can i also please have the address and postcode </s><s> agent:  address is hills rd . cambridge . postcode is cb20qq . </s><s> user:  thank you , i do n't need anything else . </s><s> agent:  no problem , hope you feel better and enjoy your day .","you are planning your trip in cambridge.  you are looking for a particular hospital. its name is called.  make sure you get address, postcode, and postcode."
"user:  i would like a taxi to take me to the missing sock and need to be there by 14:15 </s><s> agent:  ok . what is your departure site ? </s><s> user:  i 'll be leaving from a and b guest house please . </s><s> agent:  i have booked you a yellow audi , the contact number is 07771726102 . will there be anything else ? </s><s> user:  that is all . thank you . </s><s> agent:  glad to help . goodbye !",you are looking for a taxi to take me to the missing sock and need to be there by 14:15
"user:  it would be great if you could help me reserve a taxi </s><s> agent:  absolutely ! when would you like to arrive ? </s><s> user:  i would like to arrive by 16:00 . </s><s> agent:  where are you departing from ? </s><s> user:  i am at sheep 's green and lammas land park fen causeway . </s><s> agent:  i would love to help ! where is the destination ? </s><s> user:  i will be going to lynne strover gallery . </s><s> agent:  booking is confirmed . a white volvo will be picking you up , their contact number is 07937377256 . anything else i can help with ? </s><s> user:  no you have done it all for me . thanks ! </s><s> agent:  we are happy to help . thank you for using our services .",you are traveling to cambridge and looking forward to try local restaurant -s.  you are looking for information in cambridge.  the taxi should be in the type of taxi and should arrive by 16:00
"user:  can you help me find a hospital close by for an injury i have ? </s><s> agent:  i have information for addenbrookes hospital at hills rd , cambridge . if you have a certain department you would like to contact , i can get that number for you . </s><s> user:  i just need the adress and the postcode if you have it . </s><s> agent:  the address is hills rd , cambridge and postcode is cb20qq . </s><s> user:  okay that is all i needed . </s><s> agent:  okay . glad i could be of help .","you are planning your trip in cambridge.  you are looking for a particular hospital. its name is called.  make sure you get address, postcode, and postcode."
"user:  i need to find the parkside police station </s><s> agent:  here is the information for parkside police station telephone: 01223358966 address : parkside , cambridge postcode : cb11jg </s><s> user:  sorry , what is the street address ? </s><s> agent:  i do not have that information . please call their telephone number to and ask them for the address . </s><s> user:  thank you for your assistance . </s><s> agent:  welcome . at your service next time </s><s> user:  thanks , that 's all . goodbye . </s><s> agent:  thank you , goodbye","you are planning your trip in cambridge.  you are looking for a particular police station. its name is called.  make sure you get phone number, address, and postcode."
user:  i need to get a taxi out of holy trinity church . </s><s> agent:  what is your destination ? </s><s> user:  i am going to saint johns chop house . </s><s> agent:  i can help you with that . when do you need to leave ? </s><s> user:  i need to arrive at the chop house by 22:30 . </s><s> agent:  your taxi is booked . look for a yellow volkswagen . </s><s> user:  i need the contact number please . </s><s> agent:  the contact number is 07727071722 . is there anything else i can help you with ? </s><s> user:  no that is all thank you goodbye . </s><s> agent:  please call us anytime . goodbye .,you are planning your trip in cambridge.  you are looking for a particular taxi. its name is called.  once you find the taxi you want to book it for and starting from.  make sure you get contact number.
"user:  can you tell me how to get to addenbrookes hospital ? </s><s> agent:  i could just call an ambulance </s><s> user:  i need the address of the hospital and the phone number of the transplant high dependency unit department , please . </s><s> agent:  the address for the hospital is hills rd in cambridge . the phone number for the transplant high dependency unit is 01223216811 . </s><s> user:  great that 's all i needed , thank you ! </s><s> agent:  ok , please do n't hesitate to contact me again if you need more help . bye .","you are planning your trip in cambridge.  you are looking for a particular hospital. its name is called.  make sure you get address, phone number, and phone number."
"user:  i am at club salsa and i need to book a taxi to leave after 06:15 . </s><s> agent:  sure ! what is your destination ? </s><s> user:  i need to go to the cambridge arts theatre . </s><s> agent:  your booking is all set . a black honda will be picking you up . </s><s> user:  wonderful , thanks for your help . </s><s> agent:  you 're welcome . have a good time !",you are planning your trip in cambridge.  you are looking for a taxi to leave after 06:15
"user:  i need directions to go to addenbrookes hospital to visit a sick friend . </s><s> agent:  addenbrookes hospital is located at hills rd , cambridge , postcode cb20qq . would you like the phone number ? </s><s> user:  yes , if you could please ? </s><s> agent:  their phone number is 01223245151 . </s><s> user:  thanks , that 's all i need today . goodbye ! </s><s> agent:  thank you for using us have a nice day .","you are planning your trip in cambridge.  you are looking for a particular hospital. its name is called.  make sure you get phone number, address, and phone number."
"user:  i need a nearby hospital . </s><s> agent:  hello , the closet hospital is addenbrookes </s><s> user:  can i get their main phone number please ? and the postcode if you have it . </s><s> agent:  the hospital number is 01223245151 and the postcode is cb20qq . do you need the number for any of the departments within the hospital ? </s><s> user:  no that 's everything i needed today . thank you . </s><s> agent:  you 're quite welcome , have a wonderful day !","you are planning your trip in cambridge.  you are looking for a particular hospital. its name is called.  make sure you get phone number, postcode, and postcode."
"user:  could you find me a hospital in town ? </s><s> agent:  yes , addenbrookes hospital is in your area , would you like me to book you an appointment ? </s><s> user:  do they have a transitional care department ? i would also like to know the postcode and phone number . </s><s> agent:  yes they have transitional care . their post code is cb20qq and the phone is 01223254668 . would you like me to book that for you ? </s><s> user:  no , i 'll just head down , so i do n't need anything else at the moment . later ! </s><s> agent:  good luck , sir !","you are planning your trip in cambridge.  you are looking for a particular hospital. its name is called.  make sure you get postcode, phone number, and postcode."
"user:  i am looking for the addenbrookes hospital . </s><s> agent:  the addenbrookes hospital is located at hills rd , cambridge , postcode cb20qq . are you looking for a particular department ? </s><s> user:  no , but can i please get their main phone number ? </s><s> agent:  01223245151 , is the phone number . anything else ? </s><s> user:  no . that is all . thank you . </s><s> agent:  thank you for using our system today !","you are planning your trip in cambridge.  you are looking for a particular hospital. its name is called.  make sure you get phone number, address, and phone number."
"user:  i am injured and need a nearby hospital . </s><s> agent:  the addenbrookes hospital is nearby , located at hills rd , cambridge . their telephone is 01223245151 </s><s> user:  please call an ambulance ! </s><s> agent:  i will alert the police for you . </s><s> user:  thank you . what 's the hospital 's post code ? </s><s> agent:  it 's cb20qq . anything else ? </s><s> user:  no . that is all . thank you for your help . </s><s> agent:  good luck with everything !",you are planning your trip in cambridge.  you are looking for a particular hospital. its name is called.  make sure you get postcode.
"user:  i need to find the addenbrookes hospital . </s><s> agent:  are you looking for a particular department ? </s><s> user:  no , that 's fine . just the location with postcode , please . </s><s> agent:  the postcode is : cb20qq </s><s> user:  okay great . thank you . </s><s> agent:  you 're very welcome !","you are planning your trip in cambridge.  you are looking for a particular hospital. its name is called.  make sure you get address, postcode, and postcode."
"user:  i am hurt and need to find the nearest hospital . can you help me ? </s><s> agent:  i am so sorry ! addenbrookes hospital on hill road in cambridge is nearby . do you need information for a particular department in the hospital ? </s><s> user:  i need the address including the postcode and the phone number , please ! quickly ! </s><s> agent:  the address is hills rd , cambridge . the postcode is cb20qq . the phone number is 01223245151 . can i help with anything else ? </s><s> user:  no thank you that is all , bye . </s><s> agent:  thank you and have a great day !","you are planning your trip in cambridge.  you are looking for a particular hospital. its name is called.  make sure you get address, postcode, and phone number."
"user:  oh i am not feeling so well . where is the nearest hospital ? </s><s> agent:  addenbrookes hospital is your nearest hospital . their emergency department 's number is 01223217118 . do you need anything else ? </s><s> user:  okay thank you . </s><s> agent:  is there anything else i can do for you today ? </s><s> user:  what is the hospital 's phone number ? </s><s> agent:  which department do you need the phone number for ? the main phone is 01223245151 , but i can also give you a phone number by department . </s><s> user:  can you provide me with the address please ? </s><s> agent:  addenbrookes hospital is on hills rd , cambridge . can i do anything else for you today ? </s><s> user:  that 's all i needed . thank you ! </s><s> agent:  glad to help .","you are planning your trip in cambridge.  you are looking for a particular hospital. its name is called.  make sure you get phone number, address, and phone number."
"user:  i am looking for a hospital in town . </s><s> agent:  addenbrookes hospital is close by . </s><s> user:  sounds good . what 's the phone number , address , and postcode for the hospital ? </s><s> agent:  the main phone number for the hospital is 01223245151 . the address and postcode is hills rd , cambridge , cb20qq . </s><s> user:  excellent . that 's all i need . </s><s> agent:  thank you for using our system !","you are planning your trip in cambridge.  you are looking for a particular hospital. its name is called.  make sure you get phone number, address, and postcode."
"user:  i am looking for a hospital in town with a cardiology and coronary care unit . </s><s> agent:  fortunately , our hostpital , addenbrookes , does have a c&c department . would like like to contact them ? </s><s> user:  yes , i would like the address , postcode , and phone number . </s><s> agent:  i can help with that . the phone number is 01223245151 . addenbrookes hospital is located on hills road . the postcode is cb20qq . is there anything else i can provide ? </s><s> user:  thank you , that is all i need . </s><s> agent:  you 're welcome ! and the phone number for the specific department you need is 01223256459 . </s><s> user:  thanks ! i am all set for today . you have been a great help . goodbye ! </s><s> agent:  no problem . goodbye !","you are planning your trip in cambridge.  you are looking for a particular hospital. its name is called.  make sure you get address, postcode,"
"user:  can you point me in the direction of a hospital ? </s><s> agent:  yes , addenbrookes hospital is at hills rd . , cambridge , postcode cb20qq . is there a particular department you need ? </s><s> user:  no , but i would like the main phone number , please . </s><s> agent:  the phone number is 01223245151 . </s><s> user:  great , thank you very much for your help . </s><s> agent:  i am very glad to assist you today . goodbye !","you are planning your trip in cambridge.  you are looking for a particular hospital. its name is called.  make sure you get phone number, address, and phone number."
"user:  can you tell me where the addenbrookes hospital is ? </s><s> agent:  yes , it 's on hills rd . anything else ? </s><s> user:  can i also get the postcode and phone number ? </s><s> agent:  yes , the telephone number is 01223245151 , and the postcode is cb20qq . </s><s> user:  what is the exact address ? </s><s> agent:  the address is hills road , cambridge . </s><s> user:  great . thank you very much for your help today . goodbye </s><s> agent:  hope you found what you are looking for .","you are planning your trip in cambridge.  you are looking for a particular hospital. its name is called.  make sure you get postcode, phone number, and postcode."
"user:  hello . could you find a train leaving on wednesday for me ? i need it to arrive by 19:00 . </s><s> agent:  certainly . where are you going , and where would you like to depart from ? </s><s> user:  i will be leaving cambridge to go to bishops stortford . </s><s> agent:  tr0449 is going to arrive by 18:07 would that work for you ? </s><s> user:  sounds good . could you find me a cheap eatery near there when we arrive ? </s><s> agent:  sure i would be happy to find a restaurant . are you looking for 1 in the centre area ? </s><s> user:  maybe later . what time does my train leave and how much is the ticket ? </s><s> agent:  it leaves at 17:29 and the cost of the ticket is 10.10 pounds . </s><s> user:  how long is the travel time going to be ? </s><s> agent:  it will be a 38 minute train ride </s><s> user:  that will be all . thank you . </s><s> agent:  alright . enjoy your stay in cambridge ! </s><s> user:  thanks ! have a great day ! </s><s> agent:  you 're welcome . goodbye !",you are planning your trip in cambridge.  you are looking for a particular train. its name is called.  once you find the train you want to book it for and starting from.  make sure you get travel time.
